vector,label
"[34.60917446150381, 35.68863489031228, 64.14735810893131, 35.843609103909735, 34.87940250396524]",1
"[35.27294559153671, 34.80058324648338, 34.81575416145881, 35.48285477871636, 34.48682403259409]",0
"[34.8879266095501, 34.68581373639254, 34.303708586550634, 34.92214454479173, 34.79179407621988]",0
"[34.90706809132635, 34.999184486196626, 34.41979340720359, 34.87227947011343, 34.725115504076165]",0
"[60.87827155567365, 36.33216957496944, 34.509091494044384, 34.78552810401482, 34.705321107740914]",1
"[35.01506587161655, 35.81553115372686, 34.87223266271817, 35.18904264189765, 35.00541300090567]",0
"[34.50329628977557, 34.56802456433725, 35.37117592013016, 34.91449315928759, 34.681638643307615]",0
"[35.06116202426988, 34.58507493420888, 35.130686613471106, 34.86689949813897, 35.02964528468112]",0
"[34.32019435019486, 35.08066257235997, 35.5942651921108, 35.46470717719201, 35.03774784882433]",0
"[34.789483139623485, 34.85609906674274, 34.579334862741895, 35.068195597302555, 34.51171282652583]",0
"[34.524985162157485, 34.942402552859654, 35.20797092767241, 35.26337983535977, 34.98181333936244]",0
"[35.20304433630069, 35.3876500135424, 34.74651653147634, 34.83916799503644, 34.62073710078002]",0
"[34.81488680048779, 37.085141492552545, 60.96585803316888, 37.52460019144836, 34.4374656408047]",1
"[35.1124208558996, 35.44490548964544, 35.50513008170235, 34.99545126782388, 35.69065164392854]",0
"[34.98492916535044, 35.59883250574197, 35.25292304490291, 35.29861783853109, 34.909755709227305]",0
"[35.15552561025915, 35.28291756319364, 35.00308028888809, 34.31224325369669, 34.896322099063084]",0
"[34.926366915583294, 34.72634344720569, 36.04560306438801, 34.865575499850024, 34.36345178855379]",0
"[35.02857225039779, 34.54689286061477, 34.987519990734725, 35.151489863163356, 34.335542992064624]",0
"[36.32528541740268, 62.60373344263548, 37.17850453489945, 34.94112917294699, 34.59452808837852]",1
"[35.16895026157996, 34.64027780723704, 34.711594565292344, 35.66091167774223, 35.004047256956476]",0
"[35.05897026907239, 35.178559327123665, 35.13515113701725, 34.758951759281054, 35.25186857351566]",0
"[34.753376756062444, 35.25671780910219, 34.536633584595684, 35.11615979324131, 34.72705350101013]",0
"[35.67256586438302, 34.24064047641218, 34.870614192788736, 34.96383059473099, 35.43664175631049]",0
"[35.214054944587886, 35.213607099979804, 34.16346657290168, 35.41892923781211, 35.449416207157675]",0
"[35.464726914408466, 35.222843296482736, 34.7316803363982, 34.80342833115264, 34.6258126352422]",0
"[35.08076249145199, 35.417189365087566, 35.104276828602224, 34.94012832461723, 35.267408440185235]",0
"[35.78773326024722, 34.77182196596663, 35.09666377409369, 35.01461771245036, 34.08618618493609]",0
"[35.6141556381806, 35.51658408003242, 35.18052946082842, 35.099063898205436, 35.13777173301451]",0
"[35.0195862193365, 34.96445117122863, 34.59936085014993, 35.109854801272526, 34.819516685321574]",0
"[35.0419502734643, 35.55583527618508, 34.71295833644425, 34.95527453453361, 34.36251895410993]",0
"[35.16800209316533, 35.08168531931818, 34.854018004707775, 34.71093187484118, 35.545855131165666]",0
"[35.022135401352855, 34.45813984483426, 35.05461441836631, 34.920259318316795, 35.225870125069974]",0
"[34.98821770002953, 35.13121616714367, 34.74084186428286, 35.25212425212497, 35.337347458305494]",0
"[35.89339454914607, 34.25316749786254, 34.764224970437915, 35.061598885867426, 34.64748964785785]",0
"[35.13532405917837, 34.98630778963101, 34.488744383895465, 35.01487209122019, 34.25817951480585]",0
"[34.9273819381695, 34.64204443820763, 35.22514827394354, 34.36388847848308, 35.73442390807797]",0
"[35.16078054439324, 34.92138573096258, 35.21981287288876, 35.595118807896164, 35.03263647047432]",0
"[35.01245603729447, 34.97881914905302, 34.89377735419014, 35.93250372365614, 60.53192243342288]",1
"[35.06222032184413, 35.009402475866246, 35.003287137446485, 34.66568670506761, 34.65219939114061]",0
"[35.364517220692655, 34.79655300500582, 34.03591914673605, 35.104701721179666, 34.67360308264833]",0
"[62.68286060679488, 36.569474532177715, 35.30188030538821, 34.94567490235571, 34.308020800442634]",1
"[34.2892157456454, 34.763860133701805, 35.451781051266636, 35.242380546050335, 34.66646083601852]",0
"[34.21221091358924, 35.29485482874845, 35.18411567789429, 34.66994100674222, 35.28160156080773]",0
"[35.80594445969928, 34.520608190642626, 35.223237557325625, 35.045230186553184, 35.19493182346441]",0
"[34.131839677857634, 35.65119860506693, 34.42319462033843, 35.239650476156875, 34.981504075055895]",0
"[37.768563384835595, 58.99769244838702, 37.17005307956543, 34.98131397721418, 34.789186885768466]",1
"[34.48338083151963, 34.631348674715866, 34.578547336576484, 34.86200171328964, 34.43229832421281]",0
"[34.83724559481844, 34.39751155749167, 34.68510066546206, 35.24223765924769, 35.106470138797434]",0
"[35.80208885562703, 57.1473651049417, 35.67347822799868, 35.34039873449498, 35.045343813418945]",1
"[34.965991243677635, 35.492623222360635, 35.059915548443165, 35.07273233089112, 35.234292338536186]",0
"[34.58513059821991, 35.361859499916484, 35.5199455198681, 34.7922200158383, 34.95704870067471]",0
"[34.852840189275874, 34.96185548365032, 35.25337634872339, 34.81092226297421, 34.44042273138001]",0
"[34.95352713440724, 34.59950394891108, 35.33965249774941, 34.91688836278414, 34.59329759952031]",0
"[35.21342392970707, 34.26704778901454, 34.57459308864475, 34.74336360804975, 34.70579526028018]",0
"[35.27394493448685, 34.77375554093542, 34.931502465046314, 35.16212520016853, 35.13552927864442]",0
"[34.2442481584459, 34.95209751040897, 35.43693435516987, 35.37771716858907, 34.878305360630016]",0
"[35.152639389777995, 35.52912616640766, 34.81489529168586, 34.960683292830986, 34.388124844179465]",0
"[35.199703174765666, 35.5361153012961, 34.985502290212914, 34.43037839803708, 34.80444830411655]",0
"[34.404885434075936, 35.1656846643461, 35.13581824896052, 34.83138910483058, 35.58596981444479]",0
"[35.235689942008904, 34.38585173523944, 34.24137497592349, 35.24144262456361, 35.27000618648025]",0
"[34.466561818671764, 34.682822186158866, 34.17760153209579, 35.75151128150168, 34.45373191863883]",0
"[34.9756557337717, 34.70075764929084, 34.91725390305337, 35.10475809168333, 34.32866578726935]",0
"[33.72375346127037, 35.20702171472604, 34.43155767251868, 34.80292896789141, 35.25823170163811]",0
"[33.695753961689384, 35.236282365440395, 34.973241257856735, 35.56134938196954, 34.96649308638152]",0
"[34.92468448573855, 35.12918335780977, 35.702394850503495, 35.24030492594802, 35.13110802254653]",0
"[35.093227898989, 34.431608950338344, 34.565105432065785, 35.517171570060405, 35.056223898133105]",0
"[34.45257373889134, 36.74318510563567, 54.58877223993548, 36.598145467582285, 35.42428212289345]",1
"[34.685959009131764, 35.828676653603594, 60.46824397423476, 36.1331309340686, 34.599389007950045]",1
"[35.05301235881195, 36.68555919468465, 57.466102306369166, 37.34075089848559, 34.385543165157266]",1
"[34.79916044124993, 34.826772353830634, 35.84741297377815, 37.48306045301872, 57.52623798351085]",1
"[35.690959896172714, 34.75713795929208, 34.93138211417544, 34.090579519088365, 35.71205174256066]",0
"[34.71433112723622, 34.93454756099743, 35.17539571278675, 34.504725864264714, 35.08986052378071]",0
"[35.28360600088703, 34.26618520736687, 35.36162683930457, 35.01033995586986, 34.55059269527006]",0
"[35.10927729118357, 35.03418786566296, 34.72735697407081, 35.22529724884252, 34.712407323653935]",0
"[35.241626962607114, 35.34134362110248, 35.20671700302894, 34.91770462583481, 34.989304708050255]",0
"[34.790334120916235, 35.081919320995524, 34.86717444996807, 34.91357528750901, 35.02597160257742]",0
"[35.02880406657445, 35.3078809007631, 34.67946408940463, 33.92043240673954, 35.114515423348]",0
"[34.727852189718064, 34.724980307205335, 34.91574654953007, 34.86274405775442, 35.383028179653216]",0
"[35.08984183560761, 34.80914231255584, 34.723515273011294, 34.684507508045925, 35.105673853937034]",0
"[33.859572182959226, 35.329249368988314, 34.89010255067546, 34.7247594375605, 35.44803233443992]",0
"[36.38544100244174, 53.74707815370209, 37.30378741732509, 35.49950090952837, 34.90343605889328]",1
"[34.95359984873377, 35.31655860941095, 35.98926654397659, 54.76868514628892, 36.82941380642423]",1
"[34.72246615748704, 34.97770738192219, 35.92195057830141, 34.56772164416576, 34.96527234685528]",0
"[34.51157913562011, 34.65044586803698, 34.036635965489126, 35.430189199834736, 35.203090616268035]",0
"[35.339176800520846, 36.01529312391343, 34.95815651389905, 34.46444022702927, 34.80423250103405]",0
"[36.442058052295195, 59.08845289790143, 37.68453914367684, 34.455542592994654, 35.40541148206262]",1
"[35.35838257480701, 34.79809008375736, 34.88332908002598, 34.82057861890725, 35.69031321415442]",0
"[34.842741127277264, 35.06506738873927, 34.480154762792516, 35.37899164072204, 35.18971236601778]",0
"[34.97798981511795, 34.924954720164074, 34.68796195743847, 34.82071602747209, 34.90783157588975]",0
"[35.20744338279396, 35.69691775136602, 34.97075463770228, 34.61579787081271, 34.654485323774544]",0
"[35.26216177327457, 35.544029710861665, 35.711662063467735, 35.731539890513, 34.8586032704701]",0
"[35.06910174407113, 34.81542007098989, 34.87839750217335, 34.896456916399345, 35.12588301165932]",0
"[35.26359248943679, 34.77312955199079, 35.06988135958634, 34.92757928134203, 34.646434710820536]",0
"[34.43555058782513, 34.933607188082135, 35.08862366915657, 35.35489495340114, 35.39106962402969]",0
"[35.23846784775125, 35.44757221899576, 35.11323192130397, 34.48074348491701, 34.952889339485495]",0
"[35.05921448520873, 35.01759220794861, 35.44915487761531, 34.77779063971303, 35.09312415126501]",0
"[35.80667002816749, 35.07372024272884, 34.92263936546428, 35.566941814740815, 34.852077495266066]",0
"[34.40299950242504, 35.21928898826687, 35.21762145157433, 34.701566365403615, 34.904338981560535]",0
"[34.86859559721426, 34.70491433343926, 34.84443462533134, 35.00652597414498, 34.32041925564604]",0
"[35.140938643231266, 35.01801056229176, 35.72721507200552, 34.714376642821605, 34.88991416379516]",0
"[34.77965162053456, 34.479955981330065, 34.56883487873948, 35.111226677266124, 35.01856965997765]",0
"[35.335091374195365, 34.80530596833881, 34.51173247803048, 35.12755355440111, 35.02599921002125]",0
"[34.74202575692183, 35.16688967459418, 34.7843365847027, 34.415336854768015, 35.24681498396984]",0
"[34.51182586462207, 35.181064150881795, 34.72104614270947, 35.28947677478797, 35.370942731054804]",0
"[34.547837809668714, 36.114145665064, 56.33636687622679, 37.06111953301823, 34.54343345633088]",1
"[35.83832776325001, 35.32927395615602, 34.67348293881096, 35.569746155056016, 34.42165964891869]",0
"[35.4498812765326, 34.34420979340589, 35.0980715338879, 35.42358966374108, 34.54221672906926]",0
"[36.39271372310111, 62.84631359089869, 36.61008798453462, 35.04328978234197, 35.052522788363405]",1
"[34.45447447119829, 35.09568590752151, 35.670669679652725, 35.27820611387617, 35.323691474023704]",0
"[35.2951390504029, 35.2919507401136, 34.95219299894629, 35.40240720949735, 34.53583181028227]",0
"[34.94708748255306, 34.68692704084839, 34.640640672399606, 34.72007343654444, 35.19381143379417]",0
"[35.26848228544082, 35.62447390671452, 35.06320704474398, 35.120731012775394, 34.814809695831805]",0
"[36.18405453311058, 60.146512914701134, 36.87875469436952, 34.99487755443519, 34.251205129827675]",1
"[34.815638700710146, 34.26615418275243, 35.15853875334702, 34.38165919764759, 35.601376617494566]",0
"[34.86248407937231, 34.3526411232255, 34.607922127958965, 34.38723773809879, 35.18662615974946]",0
"[35.06886148821199, 35.05609599066478, 34.81839051651789, 35.40825011502562, 35.125112184641154]",0
"[34.577470367956515, 34.73068505971295, 35.57395881935696, 34.351183687054615, 34.70354941623011]",0
"[35.400965749803404, 34.4740933337653, 35.04408342325045, 34.800432309388434, 34.12030798212457]",0
"[34.65873588901651, 34.810520641545644, 35.10236325084308, 34.73544790336797, 34.8043114838141]",0
"[34.58161460904186, 35.238924615877266, 35.25034209610047, 34.9857204411315, 35.25269852831376]",0
"[35.437361636700665, 34.82332266098842, 35.29850364158643, 34.85580890298971, 35.213492146029004]",0
"[35.365432762419786, 35.08187755666718, 34.9853814586902, 34.63924985049123, 34.28151180109707]",0
"[35.53270751095589, 35.15415191291126, 34.78536734269638, 35.28458663891219, 34.59633591629295]",0
"[34.75664883831456, 35.331111343900496, 33.91666427425832, 35.118499973299016, 35.06756133130199]",0
"[35.5469801245278, 35.10858722940968, 34.485793649371466, 35.51338537342106, 35.22064103299316]",0
"[35.490783078064, 35.82646790211401, 34.59200844995815, 35.219969907372494, 34.82951853157922]",0
"[34.7749943166846, 35.11321457968977, 35.345074177487604, 34.48196489943335, 35.420561120211886]",0
"[35.241935579726764, 34.39955422729426, 34.97932094089454, 34.47605325737126, 34.630091687747104]",0
"[34.59330763352342, 34.959031345180705, 35.11967425126687, 34.815756899858904, 35.39822168186473]",0
"[34.66652032396422, 35.23369117117001, 35.28380665825109, 35.71073643523422, 34.8152396137098]",0
"[35.66718057267849, 35.54463058712532, 34.74117429697886, 34.938056802884816, 35.183749698190255]",0
"[34.983026040000276, 35.216893854293616, 35.14380648048246, 34.677331950949565, 35.47170780992276]",0
"[35.047052427005674, 34.91129211461356, 34.941390457106536, 35.37557628287087, 35.22987808956072]",0
"[35.51019360290536, 35.24599027907595, 35.33354230478981, 35.11193815857976, 34.59080427236622]",0
"[35.05318288017581, 34.70274120575511, 35.29207010994795, 35.50168029313369, 34.92021715988579]",0
"[35.07870039161894, 34.77388342560836, 34.43424792074588, 37.071301398856924, 56.704467803417245]",1
"[33.98256887889365, 35.01010844834181, 34.890128898361084, 35.70777375372512, 34.79034816358127]",0
"[35.30416698517633, 35.08033312585785, 34.58469413089388, 35.25239765866858, 34.93564701591727]",0
"[34.68168229823307, 35.11464017098228, 35.169720829997516, 35.15609361060771, 35.80174652913007]",0
"[35.294138178255295, 34.88745899886079, 34.43822438320749, 34.7881734573018, 35.378573488571014]",0
"[35.44688349519125, 35.7662288499166, 35.89546552139842, 35.21454378939448, 35.221780921236856]",0
"[34.85806099208213, 35.15942114052267, 35.24635696850961, 34.73018093075014, 34.34101563648916]",0
"[35.186873537856485, 35.812084612432685, 34.90401097574883, 35.3800796967255, 35.217872593021525]",0
"[35.571476874079636, 34.552290680491474, 34.13748199836696, 35.48917580356778, 35.64729054781673]",0
"[34.41486259321631, 34.751959308252545, 34.80223314839885, 34.59099068373023, 34.008127889277795]",0
"[34.62558414497459, 34.55519625250551, 35.11802133407654, 35.85370346741363, 35.71848532535974]",0
"[34.930618572336456, 34.83086503754072, 35.0731635328826, 35.010155362130796, 34.81429400400671]",0
"[35.01650608803833, 35.69520450448505, 34.64241836142069, 34.76489463062387, 35.18309695684746]",0
"[35.06739627288636, 34.80224485908173, 34.69893940384364, 34.994920132933096, 34.81213955698868]",0
"[34.22725644514612, 35.677456667880435, 34.72866724599622, 35.34919680183337, 34.74254407207441]",0
"[34.377945210137725, 35.587544156540986, 34.75372222291764, 35.168914745000045, 35.34430844526464]",0
"[35.25078962454901, 35.2247101339822, 34.482663571855994, 35.821949791956214, 35.19386359790544]",0
"[34.77178762004028, 34.90188561124146, 35.00851967613303, 34.4032761453578, 34.81287895571238]",0
"[35.02966617253695, 34.938664308666716, 35.38144642867336, 34.781982612904294, 34.642971588137016]",0
"[35.24898507039567, 34.709230251952675, 35.32221206704523, 35.3763159228647, 34.90549840359359]",0
"[34.74919664305026, 35.0940756714423, 34.95880361535527, 34.61779341589522, 34.95934475734717]",0
"[34.91410738512362, 34.87095474819649, 35.05088210792413, 35.92513102295285, 34.465608571375626]",0
"[64.09664376144906, 36.92754567351696, 35.54141897488923, 35.09087136140916, 35.2030730236015]",1
"[35.471129392408145, 34.25905875447106, 35.94116850241723, 35.427295354971974, 34.2424871787407]",0
"[35.81824640966614, 35.05907998314273, 34.74712326043372, 35.218725112972045, 35.58238076645955]",0
"[35.386895259645165, 35.12382878271666, 34.93413625363778, 35.49963558096567, 34.44004829937418]",0
"[37.13252672373923, 63.408380088228405, 36.7807797000626, 34.68860592836751, 34.64919706302074]",1
"[34.62183884661689, 34.80486352018191, 34.9059603217083, 35.15530316504951, 34.54989512916024]",0
"[33.95090667878797, 34.90945329744694, 35.403191016527174, 35.016345837337205, 34.70415548440847]",0
"[34.78178533502446, 34.61468480184059, 35.423557017249074, 35.51336610010072, 35.24977451902239]",0
"[35.83053745907079, 34.60020641500939, 35.35176194507467, 35.06441323496346, 34.667739450382896]",0
"[35.35677988573338, 35.29701952854528, 34.58479997420383, 35.24255077266934, 34.46887499684602]",0
"[36.47474537757483, 54.88283196744733, 38.15128317157927, 34.814342152802645, 35.15712455747148]",1
"[34.41094446117614, 34.86747755282416, 34.48460537230196, 34.833409719782594, 34.95527351011712]",0
"[35.14577778881859, 34.78626880105055, 35.520128442312576, 34.850525319502104, 34.57274619448383]",0
"[35.61947898038929, 35.25805111833486, 34.997039980657064, 34.99113553550423, 35.264424165997255]",0
"[35.39581119681619, 35.336563759698834, 33.82987798558008, 35.23404182260908, 34.81879304926961]",0
"[35.57777533099634, 34.64916350274241, 35.000075366210304, 34.95958450540251, 35.360959485200034]",0
"[34.72307619748278, 35.063874984893864, 34.39464959158337, 35.063948603546336, 35.430603771518065]",0
"[34.17600607068291, 34.7655478598224, 35.31143876189353, 34.975251542875405, 35.70857868958542]",0
"[34.56410622459733, 34.59288333181884, 34.972920368405184, 34.983574847515634, 35.738353853214775]",0
"[35.47938913978105, 35.14710171612864, 34.39425093905597, 35.0941654937439, 35.11404163256867]",0
"[34.95771896694668, 33.96242016877002, 35.25559905211708, 35.67699978764405, 35.20151179795089]",0
"[34.774998504626474, 35.293949075479375, 34.23943581089596, 35.266852853993605, 34.67540887731973]",0
"[34.93768094127501, 35.95151556926468, 35.304986094602, 35.016662561750465, 35.1206619828154]",0
"[34.544526270804845, 35.29285476189833, 35.09907650769426, 35.37012535236591, 34.59500997770206]",0
"[34.48858355510943, 36.19559031360824, 51.68995001300349, 37.07544053473888, 35.719420774944616]",1
"[35.17248269977459, 36.36172091029959, 34.92523324031474, 35.12634875136492, 34.730412001661705]",0
"[34.37980252536404, 34.93389279696786, 35.08208024422485, 35.44786802691164, 34.22937365977972]",0
"[35.058969793896495, 34.94595850564186, 35.05777792448176, 34.522948593262505, 35.18504854766033]",0
"[35.49270086692585, 34.757521006733, 34.61989181436945, 34.807254447142554, 34.67212037715177]",0
"[35.38958128907598, 35.24057502494287, 35.18574642242569, 35.45264091596038, 34.9431881990382]",0
"[35.16936651599194, 34.60322051788676, 34.685736583603926, 35.15407544748924, 34.53910066933548]",0
"[51.224914534083666, 36.91064396443509, 35.42217631649087, 34.38560313850558, 35.18371019449501]",1
"[35.59752210923422, 35.27912733015052, 34.645358724683184, 34.9335819537633, 35.02526702325202]",0
"[34.64844401766976, 35.49427439416041, 34.4976634247089, 35.10734339068222, 34.624358371451606]",0
"[35.419739818095785, 34.608922746720715, 35.24721055700372, 34.99173412925252, 35.538774289517164]",0
"[34.66201924358048, 35.65446649613538, 35.301610576367544, 35.166231146195926, 34.29396471718108]",0
"[36.38870000455034, 63.86271327827509, 36.880735362020026, 34.85472817715198, 34.92042976659603]",1
"[34.246815449931965, 34.75005352347879, 34.95213940323313, 34.72492109022013, 35.056500858694115]",0
"[35.125306911488444, 34.93575024081216, 35.41936764945051, 35.46036852128022, 35.457654620221845]",0
"[34.314156900318196, 35.21154050108933, 35.243154814088065, 35.082374464172545, 35.65534198621366]",0
"[34.67440368432586, 35.28281508205983, 35.546192991043704, 35.032410729569655, 35.011840729990716]",0
"[34.281417123804054, 34.74491993187932, 35.092824286276766, 35.11364628806343, 34.56905772738133]",0
"[34.58945676945098, 34.904197891574746, 35.24383815497627, 35.34915168553122, 34.98423900375995]",0
"[62.54441666330198, 35.97936215959634, 34.871645281693105, 35.14572618398794, 34.71015292377146]",1
"[34.97321985707506, 34.2511307548354, 35.02591721102836, 35.4148870537876, 34.68417889248425]",0
"[35.18645699263944, 35.381318247603744, 34.93799259596086, 35.20104515507324, 34.43309868241885]",0
"[34.78203402565928, 35.687465611862656, 34.65187464487041, 34.983077737276375, 34.39707631590927]",0
"[35.302004086543576, 34.95335695583149, 35.07464047802943, 35.33386285933611, 35.40792666694808]",0
"[34.892922323752195, 34.8613270401559, 35.235775413046525, 34.74888479678561, 35.185820342591896]",0
"[62.39776777446615, 36.777811581424096, 35.14228224220036, 34.926259084242474, 34.743646282508294]",1
"[35.382811685985246, 34.824065916180196, 35.07517525287535, 35.621927275915716, 34.83793322818502]",0
"[35.01972458659154, 34.47133068091783, 35.34123824802968, 35.37886381439298, 34.95563813491416]",0
"[34.89567653463763, 34.920087168155334, 37.469819202808424, 58.529885717116954, 37.849673761313234]",1
"[35.332391951103425, 34.36326974612154, 36.03439571991936, 35.629711274834214, 36.02444043459514]",0
"[35.487760035738376, 35.54526558930303, 35.0120042520689, 34.47910678306016, 34.94402299437618]",0
"[35.74978482731155, 55.0845826517092, 36.5782320777061, 35.13598997820932, 34.41668084854449]",1
"[34.480331408566826, 34.603183647575484, 34.977039588050886, 35.03845071468839, 34.50624003300154]",0
"[34.851942641660166, 35.36340408814033, 34.70921543283429, 35.18785002091503, 34.617143706199776]",0
"[35.379128594722424, 34.62022403084938, 35.06662094184297, 34.81805039037549, 35.06536948156647]",0
"[34.81578530888476, 35.51428662545664, 34.67223554289346, 35.56965844620975, 34.156438772719454]",0
"[34.757995623393455, 34.6621887329367, 34.75068935494498, 34.992353219672346, 34.91864552974701]",0
"[35.46244292708386, 34.8449742449865, 34.862982138175866, 34.979523796014014, 34.56978057875037]",0
"[35.01460912329394, 35.418508728277246, 35.015422500864176, 34.47543313490672, 35.21607869891233]",0
"[34.967450709268405, 35.38966232696091, 34.25524226963078, 35.11012080622164, 33.91579324898758]",0
"[34.89975872166032, 35.222126289893694, 34.62703617410064, 35.380008224202776, 35.34804261442608]",0
"[35.281345141194485, 34.61683571575779, 35.066191890745806, 35.07618837656656, 35.22237444954591]",0
"[35.23514856675964, 34.66680399843831, 35.29087802805135, 34.68241240259792, 35.91778445456682]",0
"[35.204045627011155, 35.29448015420212, 34.85715957975099, 34.14098411449125, 35.357037632652336]",0
"[34.479200131339894, 35.093144813860036, 34.874983633594205, 35.0955976825999, 35.37788336228719]",0
"[34.95355269487906, 35.79934005601595, 35.625566400737114, 34.90521676338731, 35.06659680901875]",0
"[35.506307050490804, 34.88178282753575, 35.21781993969137, 35.18242346407814, 35.53768051367493]",0
"[34.90026900953449, 34.89698674881473, 34.88430291618057, 34.811830208050246, 34.76291724801194]",0
"[34.8002580786834, 34.92053440488655, 34.40339531935959, 34.69159338070616, 34.81477302135271]",0
"[34.655968467678704, 35.828854191575076, 34.99640502225168, 34.95286229165107, 34.25399363624374]",0
"[35.13618906994695, 35.05975093074564, 34.88922383363688, 34.65159443132932, 35.14640903454362]",0
"[35.20036711720435, 34.50738169755722, 34.72821976946973, 34.994862416093476, 35.14093119289638]",0
"[36.680656614552696, 56.03003797640381, 37.22257573721768, 34.812131422480604, 35.2447776532575]",1
"[34.91912448726106, 34.50130197814698, 35.08861718394761, 35.66151048385247, 34.48220689517115]",0
"[34.98168157696742, 35.15664188328218, 35.087069377955686, 35.16264402078702, 35.09336240250388]",0
"[34.5352515587734, 35.28402739797619, 35.01909804180753, 35.15496723867767, 35.75718734960995]",0
"[34.59837244176126, 34.427266216751626, 35.010292472066006, 34.88871658167582, 34.721199624112515]",0
"[34.084753862263426, 34.85033910891711, 35.29980570772417, 34.8668855088546, 34.721558805110405]",0
"[35.23134748104203, 35.15517873685358, 35.66954795504238, 34.85886764460613, 34.78287445623497]",0
"[34.783943251781544, 34.42607663887085, 34.49536993051729, 35.18465020893335, 34.26555835065098]",0
"[34.589853887626866, 35.25943503812969, 34.77260810775747, 34.647496756086, 34.965408392801464]",0
"[34.870690263778044, 35.55852749305879, 34.634811034470076, 34.48791640665572, 34.62416459069823]",0
"[34.16422341185987, 35.46424820107368, 34.81137679000656, 35.2641793385381, 34.426162683116466]",0
"[34.96902895885231, 34.94912610832314, 34.63848230579968, 34.24625066837401, 34.97776513880518]",0
"[35.34477805855924, 34.808483756650375, 34.73466451109346, 35.02830830145917, 34.24757899774779]",0
"[35.03717681685896, 35.199512390327335, 34.62867867970612, 34.826771777014415, 34.495522143679395]",0
"[35.330182330083794, 35.242644175047715, 34.6015040799641, 35.10954020061037, 34.6768726275568]",0
"[34.9877280760895, 35.45303266759411, 35.17434918882058, 35.022097615595506, 35.60652018322191]",0
"[34.38916672268269, 35.30032824703162, 35.06624268262726, 35.2471273986494, 34.77192750204579]",0
"[34.95276991253492, 34.94665447238085, 34.62398314416241, 34.73379347416213, 34.72747003986981]",0
"[35.17630463585073, 34.84024531149049, 35.934324995042495, 34.26456829885127, 34.658328196353516]",0
"[35.06807037573591, 34.7106874505722, 34.825354573469845, 34.84253115821464, 34.843590684192904]",0
"[34.54250510403482, 34.816558908522694, 35.816233159183476, 34.38799487145061, 35.12255870604624]",0
"[35.4666104803398, 34.9857218053627, 35.32348836347467, 34.60500680855427, 35.82560401789861]",0
"[35.10068577190872, 35.19739728852933, 35.44214612172867, 35.13236066296682, 35.06552188281315]",0
"[35.341529332579576, 34.750604308268414, 34.5630914648963, 34.99297398955767, 35.33373322656576]",0
"[34.98812161558192, 35.48669161158033, 35.04418615926243, 34.77425293304072, 35.587459096635314]",0
"[35.51630290699903, 34.872412847692004, 34.75007721019193, 35.20121435522267, 34.951081607697546]",0
"[34.67095882374154, 35.06120400665404, 34.875117009091966, 35.53184361045972, 34.5668858985992]",0
"[35.2593405075703, 35.177391493942636, 35.00752200562179, 34.806547334653516, 35.225059326774]",0
"[35.856787755742026, 34.39200338322041, 35.29139158477723, 35.04792034525316, 35.31715195363464]",0
"[34.50318526954696, 34.85685770983102, 35.10483177056802, 34.0018528350774, 35.30049488722964]",0
"[34.70070076697109, 35.0015784317704, 34.63474433986984, 34.663284299858276, 34.85061411276922]",0
"[35.05600493256506, 34.9699491694734, 35.11437370897887, 35.155145498531915, 35.29694398546184]",0
"[35.05578062123981, 34.64822559432331, 34.27805332004415, 35.25174807629817, 35.11169152381925]",0
"[34.83915830891976, 35.099686282432266, 34.575846068765024, 36.15632327134516, 35.991212561870476]",0
"[34.79835297693797, 34.936191560734095, 35.15666558269472, 34.94295299131947, 34.96123926718975]",0
"[35.24586128658849, 35.154760078428055, 35.6501643918776, 35.08656850677782, 35.151599406219034]",0
"[34.7531706094462, 34.940425313700594, 34.76749959999065, 35.39338669364797, 36.24739183631302]",0
"[34.82594192799462, 34.53093478374922, 35.02323902610429, 34.45869885007086, 34.45103258632777]",0
"[34.9143237590234, 35.24946049118667, 35.14060696444013, 34.882521815882946, 35.534556945470996]",0
"[34.99674755461881, 34.82240461420511, 35.12201250052239, 34.16510460665097, 35.08098489120276]",0
"[35.41361816427469, 35.26777472897313, 34.75423635871186, 34.338566827766925, 35.12309849375644]",0
"[35.17828194092036, 35.39823285338115, 34.617392885897594, 35.02299303908199, 34.82822561946674]",0
"[35.2178569854019, 35.38459105644472, 34.17780953404342, 34.51776773639841, 34.86419462220073]",0
"[35.19536239225082, 34.5829150367321, 34.87597451796956, 34.60780650519565, 35.20846651590026]",0
"[34.675404230190445, 34.56506611000111, 35.25699805568958, 36.710333564652075, 55.02882564415242]",1
"[34.69955917614813, 34.400249260221045, 34.59996438842419, 35.10467579668221, 34.447815242052215]",0
"[62.49239820195493, 36.19373514935291, 35.590347647862494, 35.149279423667906, 35.51807327130362]",1
"[35.1311005390166, 34.967441248512564, 35.053755296072374, 35.695433860441, 35.121742000767426]",0
"[35.06558599525408, 34.640119032551354, 34.76377526771686, 34.52151815083426, 35.63927983823016]",0
"[34.85597261754182, 34.44165496526398, 34.73372145244993, 35.36140728586849, 34.68719780402437]",0
"[34.885023227654656, 35.117487841311444, 35.03049104287467, 35.182319563906205, 34.11823510697154]",0
"[34.915700430976514, 34.546533942383164, 35.62506073425802, 35.80351776079995, 34.53828184974944]",0
